,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
31054,130321,DPW Maintained,Lophostemon confertus :: Brisbane Box,300 Bay St,10.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.80574964,-122.413227
31055,194800,DPW Maintained,Pittosporum undulatum :: Victorian Box,659 Howard St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.78560346,-122.3995718
31056,236571,DPW Maintained,Prunus cerasifera :: Cherry Plum,2928 19th St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.76046941,-122.4111677
31059,112656,Undocumented,Lophostemon confertus :: Brisbane Box,3117 26TH ST,1.0,Sidewalk: Curb side : Cutout,Private,,10,3x3,37.74886427,-122.4126356
31061,239530,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,142 Wool St,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.73991459,-122.4171159
31063,28630,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1299 Ocean Ave,10.0,Sidewalk: Curb side : Cutout,Private,4/3/03 0:00,3,3X3,37.72368051,-122.4558827
31065,211941,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,49 Marcela Ave,5.0,Sidewalk: Curb side : Yard,Private,,10,Width 4ft,37.74797221,-122.4608239
31069,25199,DPW Maintained,Lophostemon confertus :: Brisbane Box,23 Franklin St,1.0,Sidewalk: Curb side : Cutout,DPW,1/7/95 0:00,3,3X3,37.7746534,-122.4209298
31071,70242,DPW Maintained,Prunus cerasifera :: Cherry Plum,534 Madrid St,1.0,Sidewalk: Curb side : Cutout,Private,,10,,37.7210722,-122.433299
31072,104488,Permitted Site,Magnolia grandiflora :: Southern Magnolia,290x ARKANSAS ST,10.0,Sidewalk: Curb side : Cutout,Private,3/12/14 0:00,12,3x3,37.763099,-122.3985216
31073,91159,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,245 Fowler Ave,7.0,Sidewalk: Property side : Yard,Private,1/30/09 0:00,3,10x90,37.74361099,-122.4520373
31076,130084,DPW Maintained,Lophostemon confertus :: Brisbane Box,600 Franklin St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.78007355,-122.4218477
31077,178833,DPW Maintained,Prunus cerasifera :: Cherry Plum,99 Drake St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 6ft,37.70967241,-122.4363503
31080,44464,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1600 Felton St,3.0,Sidewalk: Curb side : Cutout,Private,3/26/01 0:00,9,,37.72591435,-122.4206208
31082,136115,DPW Maintained,Pyrus calleryana :: Ornamental Pear,805 Ellis St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.7839146,-122.419674
31083,182282,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2902 Kirkham St,2.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.75923543,-122.4920886
31085,21540,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1375 Sutter St,2.0,Sidewalk: Curb side : Cutout,Private,,12,4X4,37.78730992,-122.4231209
31091,212175,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,56 Lippard Ave,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.73457944,-122.4356708
31092,98932,DPW Maintained,Pittosporum undulatum :: Victorian Box,1401X Utah St,2.0,Sidewalk: Curb side : Cutout,SFUSD,,10,3x3,37.75178505,-122.405124
31093,91467,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,411 Green St,2.0,Sidewalk: Curb side : Cutout,Private,4/17/09 0:00,2,3x3,37.79980331,-122.4061193
31095,68454,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1824 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,9/23/93 0:00,8,,37.79374081,-122.4250758
31100,7517,DPW Maintained,Ulmus parvifolia :: Chinese Elm,2771 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,,60,3X3,37.75302852,-122.4140323
31104,7721,DPW Maintained,Lophostemon confertus :: Brisbane Box,150 Franklin St,2.0,Sidewalk: Curb side : Cutout,DPW,1/7/95 0:00,6,3X3,37.77586461,-122.4210083
31105,177989,DPW Maintained,Olea europaea :: Olive Tree,226 Naples St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.72510256,-122.4280939
31107,240015,DPW Maintained,Pyrus calleryana :: Ornamental Pear,2 Ford St,3.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.76200298,-122.4309476
31108,29327,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,16.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.73998579,-122.4638802
31109,110155,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1041 Broadway,1.0,Sidewalk: Curb side : Cutout,Private,3/25/15 0:00,3,3x3,37.79684111,-122.4143346
31110,219121,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,100 Brompton Ave,13.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.73272125,-122.4353676
31111,225334,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',536 Arlington St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.73446638,-122.43067
31112,188097,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1515 03rd St,10.0,Sidewalk: Curb side : Cutout,Private,,3,Width 5ft,37.76953205,-122.3891943
31113,70360,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3826 Kirkham St,1.0,Sidewalk: Curb side : Cutout,Private,,8,,37.75880233,-122.5020287
31114,113425,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1701x Lane St,2.0,Sidewalk: Curb side : Cutout,Private,,3,3x3,37.73150742,-122.3902179
31116,131284,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5 Locust St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.79049297,-122.4526101
31117,34164,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2500 Broadway,3.0,Sidewalk: Curb side : Cutout,Private,7/22/97 0:00,5,,37.79390171,-122.4384528
31120,214574,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1441 Irving St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.76363374,-122.4735921
31121,179009,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,600 Edinburgh St,2.0,Sidewalk: Curb side : Cutout,Private,,2,Width 2ft,37.71946342,-122.433435
31122,205669,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1484 08th Ave,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.7606051,-122.464925
31123,117415,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1 Beach St,12.0,Sidewalk: Curb side : Cutout,Private,,11,3x3,37.80799465,-122.4093091
31125,3400,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,6409 California St,1.0,Sidewalk: Curb side : Cutout,Private,,75,3X3,37.78374064,-122.4863836
31126,10601,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,2749 Harrison St,2.0,Sidewalk: Curb side : Cutout,DPW,6/1/92 0:00,6,3x3,37.75339401,-122.4118768
31128,209750,DPW Maintained,Maytenus boaria :: Mayten,214 Granville Way,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.74253359,-122.4626703
31131,9510,Permitted Site,Pittosporum undulatum :: Victorian Box,1010 Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.78021547,-122.4272769
31133,134589,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,200 Fell St,4.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.7761748,-122.421591
31134,46318,DPW Maintained,Maytenus boaria :: Mayten,2423 Green St,1.0,Sidewalk: Curb side : Cutout,Private,4/9/02 0:00,5,,37.79555723,-122.4396181
31137,70417,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,124 Yale St,1.0,Sidewalk: Curb side : Cutout,Private,,4,,37.7275106,-122.4178441
31138,66956,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2253 Webster St,1.0,Sidewalk: Curb side : Cutout,DPW,1/21/92 0:00,18,4x4,37.79167292,-122.4328159
31139,5851,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,939 Eddy St,2.0,Sidewalk: Curb side : Cutout,DPW,5/30/97 0:00,3,3X3,37.78252579,-122.4230771
31142,10598,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,385X 07th St,2.0,Sidewalk: Curb side : Cutout,DPW,,9,3X3,37.77579962,-122.4063715
31143,86130,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1650 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/18/07 0:00,3,3x3,37.75674894,-122.4819479
31145,183567,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1912 Vicente St,1.0,Sidewalk: Curb side : Yard,Private,,21,Width 0ft,37.73886828,-122.4874692
31146,244443,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,426 Rose St,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.77290522,-122.4283585
31147,19115,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2 Sanchez St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.76920158,-122.4314121
31148,181951,DPW Maintained,Maytenus boaria :: Mayten,2455 30th Ave,2.0,Sidewalk: Curb side : Yard,Private,,2,Width 0ft,37.74146695,-122.4874788
31149,18825,DPW Maintained,Olea europaea :: Olive Tree,1875 Sacramento St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.79106279,-122.4238811
31150,121494,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,800x De Haro St,2.0,Sidewalk: Curb side : Cutout,Private,,22,3x3,37.75954531,-122.4012047
31151,128253,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',100 Broadway,2.0,Sidewalk: Curb side : Cutout,Private,,16,Width 5ft,37.7987818,-122.4001401
31152,219099,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,714 Kirkham St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.7602864,-122.4685435
31153,213588,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2158 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.7478211,-122.4683295
31157,195561,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,120 Brannan St,16.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.78427427,-122.3891572
31158,12587,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,452 Lake St,1.0,Sidewalk: Curb side : Cutout,DPW,,100,6X6,37.78676078,-122.464516
31160,218346,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,385 Castenada Ave,6.0,Sidewalk: Curb side : Yard,Private,,11,Width 0ft,37.7459571,-122.4656124
31161,185937,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2001 Sunset Blvd,2.0,Sidewalk: Curb side : Yard,Private,,21,Width 0ft,37.74907605,-122.4950446
31163,131458,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,30 Powell St,8.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.78534057,-122.4078051
31165,228136,DPW Maintained,Lophostemon confertus :: Brisbane Box,1554 Masonic Ave,1.0,Sidewalk: Curb side : Yard,Private,,1,Width 3ft,37.76579704,-122.4439228
31166,100126,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1800 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,,14,,37.79305004,-122.4233588
31168,247490,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,324 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 0ft,37.77280635,-122.4355573
31169,198594,DPW Maintained,Ulmus parvifolia :: Chinese Elm,1000 16th St,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.7665044,-122.3971245
31170,31987,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,128 04th Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/30/95 0:00,11,,37.78605503,-122.4624094
31171,195412,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,60 Howard St,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.79218726,-122.391573
31173,12607,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,653 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,,125,9x7,37.78651216,-122.4666023
31174,19545,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,300X Saint Joseph's Ave,2.0,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.78231067,-122.4416633
31181,226020,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,56 Julian Ave,4.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.76732956,-122.4212003
31183,54984,DPW Maintained,Ulmus parvifolia :: Chinese Elm,609 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,9/12/72 0:00,5,,37.77646754,-122.4748922
31184,180655,Undocumented,Tristaniopsis laurina :: Swamp Myrtle,128 South Hill Blvd,1.0,Sidewalk: Curb side : Yard,Private,,31,Width 6ft,37.71042916,-122.4311959
31187,128232,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',71 Green St,4.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.8004572,-122.4009198
31189,225431,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',60 Eureka St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.76136175,-122.4384001
31193,218362,DPW Maintained,Prunus cerasifera :: Cherry Plum,319 Castenada Ave,2.0,Sidewalk: Curb side : Yard,Private,,1,Width 0ft,37.74610955,-122.464463
31195,126670,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2862 Franklin St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 4ft,37.80083874,-122.4260357
31196,134977,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2100 The Embarcadero,11.0,Sidewalk: Curb side : Yard,Private,,10,,37.80815153,-122.4098554
31197,10676,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1099X Hayes St,6.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.77544131,-122.4338201
31198,18680,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,150X Richardson Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,18,15X15TR,37.80011802,-122.4465241
31199,194917,DPW Maintained,Pittosporum undulatum :: Victorian Box,402 Mission Rock St,10.0,Sidewalk: Curb side : Cutout,Private,,3,Width 5ft,37.77290357,-122.3912015
31200,21093,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2200X Sunset Blvd,5.0,Sidewalk: Curb side : Cutout,DPW,,12,10,37.74594559,-122.4948178
31201,119926,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3500 Anza St,3.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.77817677,-122.4860337
31202,28921,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,340 07th St,1.0,Sidewalk: Curb side : Cutout,DPW,2/11/06 0:00,3,3x3,37.77627381,-122.4073302
31203,16568,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,95X Nido Ave,2.0,Sidewalk: Curb side : Cutout,DPW,1/29/00 0:00,3,3X3,37.77987245,-122.4463735
31204,101792,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,795 Folsom St,7.0,Sidewalk: Curb side : Cutout,Private,,8,3x3,37.78237407,-122.4005648
31207,132955,DPW Maintained,Pittosporum undulatum :: Victorian Box,1737 Jackson St,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.79375905,-122.4238783
31209,29592,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,800X Junipero Serra Blvd,19.0,Median : Cutout,DPW,,12,3X3,37.72368329,-122.4722242
31211,183005,DPW Maintained,Prunus cerasifera :: Cherry Plum,2438 20th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.74223582,-122.4766167
31212,222301,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,153 Precita Ave,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.74718123,-122.4171584
31217,84029,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1683 42nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/30/08 0:00,3,3x3,37.75538215,-122.501352
31218,14204,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1906 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,2/2/10 0:00,3,4X4,37.77054763,-122.425253
31219,127871,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1847 Hyde St,1.0,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.79790335,-122.418869
31221,60413,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1506 Quesada Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,10,3x3,37.73140227,-122.3878471
31222,6332,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,1895X Ellis St,9.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78167393,-122.4373205
31225,126223,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,2155 Buchanan St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 5ft,37.79002525,-122.4307738
31226,14036,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1255 Market St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.77796709,-122.4154921
31230,96619,DPW Maintained,Lophostemon confertus :: Brisbane Box,650X Phelps St,11.0,Sidewalk: Curb side : Cutout,DPW,,10,2x2,37.74249528,-122.3916175
31232,235237,DPW Maintained,Pittosporum undulatum :: Victorian Box,347 Noe St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76339067,-122.4329241
31233,31879,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2135 Lombard St,1.0,Sidewalk: Curb side : Cutout,Private,6/26/95 0:00,18,4x4,37.79968192,-122.436607
31234,66330,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1205 31st Ave,1.0,Sidewalk: Curb side : Cutout,Private,12/5/90 0:00,8,,37.76466506,-122.4901827
31235,242159,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4431 19th St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.75899858,-122.4387837
31236,218053,DPW Maintained,Prunus cerasifera :: Cherry Plum,40 San Rafael Way,2.0,Sidewalk: Curb side : Yard,Private,,10,Width 5ft,37.73397336,-122.4704986
31238,135506,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,750 Market St,4.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.78648707,-122.4051022
31240,110238,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,1855 LAGUNA ST,1.0,Sidewalk: Curb side : Cutout,Private,,20,3x3,37.78837064,-122.4288085
31242,209522,DPW Maintained,Maytenus boaria :: Mayten,101 Northgate Dr,3.0,Sidewalk: Curb side : Cutout,Private,,2,Width 2ft,37.72948239,-122.4616413
31244,21244,DPW Maintained,Lophostemon confertus :: Brisbane Box,2401X Sunset Blvd,8.0,Sidewalk: Curb side : Cutout,DPW,,12,60,37.74221154,-122.4943321
31246,135358,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,400 Market St,19.0,Sidewalk: Curb side : Cutout,Private,,11,Width 5ft,37.79125297,-122.3991062
31248,195485,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,300 The Embarcadero,3.0,Sidewalk: Curb side : Cutout,Private,,6,Width 5ft,37.79044701,-122.3898434
31249,132686,DPW Maintained,Pittosporum undulatum :: Victorian Box,150 Laurel St,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.7898139,-122.4506442
31250,108948,Permitted Site,Ginkgo biloba :: Maidenhair Tree,643 Naples St,1.0,Sidewalk: Curb side : Cutout,Private,1/15/15 0:00,3,3x3,37.71854916,-122.4327619
31251,104548,Undocumented,Acacia melanoxylon :: Blackwood Acacia,156 MADRONE AVE,2.0,Sidewalk: Curb side : Cutout,Private,,20,3x10,37.74078213,-122.4682229
31253,177598,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2969 Alemany Blvd,3.0,Sidewalk: Curb side : Cutout,DPW,,20,Width 4ft,37.71148423,-122.4524923
31254,133973,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,11 Normandie Ter,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.79379401,-122.4408036
31256,25278,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1920 Ocean Ave,1.0,Sidewalk: Curb side : Cutout,Private,,3,3X3,37.72573408,-122.4631719
31257,234731,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,49 Park Hill Ave,3.0,Sidewalk: Curb side : Cutout,Private,,12,Width 2ft,37.76729806,-122.4391435
31258,106723,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2891 Bush St,1.0,Sidewalk: Curb side : Cutout,DPW,,1,4x3,37.78548614,-122.444841
31260,135248,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1200 The Embarcadero,4.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.80300259,-122.4012681
31261,208189,DPW Maintained,Lophostemon confertus :: Brisbane Box,1246 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.76484786,-122.4695066
31263,84279,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1400 Revere Ave,2.0,Sidewalk: Curb side : Cutout,Private,,3,,37.72968656,-122.3865036
31264,13804,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,940 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,50,4x4,37.78360349,-122.4087254
31265,130350,DPW Maintained,Lophostemon confertus :: Brisbane Box,1700 Montgomery St,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.8052508,-122.4052017
31267,1980,DPW Maintained,Olea europaea :: Olive Tree,96 Bertha Ln,2.0,Sidewalk: Curb side : Cutout,DPW,3/11/06 0:00,3,3X4,37.73295609,-122.3807507
31268,185011,DPW Maintained,Pittosporum undulatum :: Victorian Box,2701 Sunset Blvd,37.0,Sidewalk: Property side : Yard,Private,,1,Width 0ft,37.7356373,-122.4942139
31271,139314,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1300 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.78554673,-122.424895
31274,175260,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,267 Prague St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 2ft,37.71785573,-122.4279351
31275,195692,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,250 King St,5.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.77782847,-122.3924599
31277,212892,DPW Maintained,Prunus cerasifera :: Cherry Plum,1485 16th Ave,1.0,Sidewalk: Property side : Yard,Private,,8,Width 5ft,37.7603293,-122.4737838
31278,241578,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1154 Clayton St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.76241105,-122.4468513
31279,15560,DPW Maintained,Pittosporum undulatum :: Victorian Box,2862 Mission St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.75109169,-122.4184449
31280,224788,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',447 29th St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.7434337,-122.4299649
31281,24046,Permitted Site,Lophostemon confertus :: Brisbane Box,78 Westbrook Ct,2.0,Sidewalk: Curb side : Cutout,Private,,12,3X4,37.73508364,-122.3828179
31287,236016,DPW Maintained,Pittosporum undulatum :: Victorian Box,310 Liberty St,22.0,Sidewalk: Curb side : Yard,Private,,2,Width 3ft,37.75723819,-122.4289786
31289,125586,Prune Opt Out,Arbutus 'Marina' :: Hybrid Strawberry Tree,1570 Greenwich St,2.0,Sidewalk: Curb side : Yard,Private,,2,Width 5ft,37.80032162,-122.4256153
31292,81737,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,591 40th Ave,1.0,Sidewalk: Curb side : Cutout,Private,12/7/07 0:00,4,3x3,37.77764774,-122.5007627
31293,84197,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,551 Sawyer St,1.0,Sidewalk: Curb side : Cutout,Private,6/5/08 0:00,8,3x3,37.71061481,-122.415467
31294,139664,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,30 Saint Joseph's Ave,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.77973996,-122.4409562
31295,3395,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,6310 California St,1.0,Sidewalk: Curb side : Cutout,Private,,50,3X3,37.78395211,-122.4852649
31296,242185,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3627 16th St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.76408926,-122.4340638
31298,78218,DPW Maintained,Pittosporum undulatum :: Victorian Box,1127 Bowdoin St,1.0,Sidewalk: Curb side : Cutout,Private,,18,,37.72184908,-122.4087693
31300,196110,DPW Maintained,Prunus cerasifera :: Cherry Plum,233 Mississippi St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.76329078,-122.3945544
31301,100204,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2237 Sutter St,2.0,Sidewalk: Curb side : Cutout,Private,,26,5x5,37.78551813,-122.4371701
31302,120757,DPW Maintained,Maytenus boaria :: Mayten,1920 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.78603923,-122.4803879
31303,124283,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,26 Lake St,11.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.78697906,-122.460091
31304,138554,DPW Maintained,Pittosporum undulatum :: Victorian Box,2130 POST ST,6.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.78473329,-122.4370117
31305,130963,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,227 Green St,4.0,Sidewalk: Curb side : Cutout,Private,,14,Width 6ft,37.80021398,-122.4028033
31308,8442,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1755 GEARY BLVD,3.0,Sidewalk: Curb side : Cutout,Private,,18,3x3,37.78424098,-122.4330321
31310,200513,DPW Maintained,Lophostemon confertus :: Brisbane Box,5701 03rd St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.72559627,-122.3940449
31311,429,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1930X Lake St,1.0,Sidewalk: Curb side : Cutout,DPW,,70,3x3,37.78602567,-122.4806575
