,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
31459,35361,DPW Maintained,Swamp Myrtle,969 Rhode Island St,1.0,Sidewalk: Curb side : Cutout,Private,2/23/98 0:00,4,,37.7576061,-122.4017843
31461,261998,Planning Code 138.1 required,Sycamore: London Plane,607X Florida St,4.0,Sidewalk: Curb side : Cutout,Private,4/7/20 0:00,3,4x4,37.76159237,-122.4110119
31469,137118,DPW Maintained,Brisbane Box,2150 North Point St,3.0,Sidewalk: Curb side : Cutout,DPW for City Agency,1/20/15 0:00,0,Width 4ft,37.80295348,-122.4425126
31470,202537,DPW Maintained,Brisbane Box,35 Stanford St,3.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.78104394,-122.3920735
31471,130340,DPW Maintained,Brisbane Box,19 Chestnut St,12.0,Sidewalk: Curb side : Cutout,Private,,8,Width 5ft,37.80484803,-122.4039577
31473,16324,DPW Maintained,New Zealand Xmas Tree,775 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,18,3X3,37.73142591,-122.4528169
31475,190312,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',235 01st St,6.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.78828957,-122.3955514
31476,46787,DPW Maintained,Kwanzan Flowering Cherry,42 Tingley St,1.0,Sidewalk: Curb side : Cutout,Private,4/25/02 0:00,8,,37.72874803,-122.4327165
31481,2487,DPW Maintained,New Zealand Xmas Tree,101X Roosevelt Way,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.76663045,-122.4389353
31482,97688,Permitted Site,Swamp Myrtle,290X Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,4/1/03 0:00,5,3x3,37.72372592,-122.4570868
31486,2821,DPW Maintained,Sycamore: London Plane,1100X California St,7.0,Sidewalk: Curb side : Cutout,Private,,45,3X3,37.79160829,-122.4133431
31489,18376,DPW Maintained,Southern Magnolia,714 Potrero Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2/28/06 0:00,6,3X3,37.76036211,-122.4071915
31493,5078,DPW Maintained,Brisbane Box,2543 Diamond St,1.0,Sidewalk: Curb side : Cutout,DPW,,45,3X3,37.73831459,-122.4345774
31494,230044,DPW Maintained,Southern Magnolia,161 Ellsworth St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.74078352,-122.4144727
31496,210371,DPW Maintained,New Zealand Xmas Tree,580 Dewey Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,20,Width 6ft,37.7441933,-122.4632707
31497,12425,DPW Maintained,Victorian Box,1701X Laguna St,4.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78690112,-122.4284723
31498,232238,DPW Maintained,New Zealand Xmas Tree,1742 Sanchez St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.74117509,-122.4289045
31499,182070,DPW Maintained,Victorian Box,1399 30th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.76149183,-122.4888654
31502,185379,DPW Maintained,New Zealand Xmas Tree,3001 Vicente St,5.0,Sidewalk: Property side : Yard,Private,,13,Width 0ft,37.7381995,-122.4985194
31506,115012,DPW Maintained,Victorian Box,1600 Pierce St,2.0,Sidewalk: Curb side : Cutout,Private,,2,3x3,37.78498316,-122.4363639
31507,200787,DPW Maintained,New Zealand Xmas Tree,1600 McKinnon Ave,1.0,Sidewalk: Curb side : Cutout,Private,,20,Width 0ft,37.73603211,-122.3892175
31508,126706,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1892 Union St,3.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.79780675,-122.4303927
31510,218468,DPW Maintained,Swamp Myrtle,336 Holloway Ave,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.72189544,-122.4567507
31513,14385,DPW Maintained,Sycamore: London Plane,2362 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.76331374,-122.4344483
31514,17062,DPW Maintained,Swamp Myrtle,1331 Oak St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.77256742,-122.4412342
31517,54866,Permitted Site,Victorian Box,1849 Hayes St,1.0,Sidewalk: Curb side : Cutout,Private,8/17/72 0:00,17,3x3,37.77376549,-122.4468603
31518,247998,DPW Maintained,New Zealand Xmas Tree,346 Peralta Ave,2.0,Side Yard : Yard,Private,,17,,37.74472379,-122.4088603
31519,18892,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2512 Sacramento St,1.0,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.78984074,-122.4345235
31523,120953,DPW Maintained,New Zealand Xmas Tree,2496x 34th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,11,3x3,37.74061383,-122.4915632
31525,41106,DPW Maintained,Victorian Box,32 Clayton St,1.0,Sidewalk: Curb side : Cutout,Private,11/10/99 0:00,4,,37.77495885,-122.4495427
31527,241764,DPW Maintained,Swamp Myrtle,260 29th St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.74381481,-122.4258404
31531,59279,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2206 Vallejo St,1.0,Sidewalk: Curb side : Cutout,Private,8/8/80 0:00,15,,37.79546445,-122.433772
31532,177787,DPW Maintained,New Zealand Xmas Tree,401 Cordova St,6.0,Sidewalk: Curb side : Cutout,Private,,6,Width 6ft,37.70990697,-122.4347582
31534,213529,DPW Maintained,Kwanzan Flowering Cherry,1301 Plymouth Ave,3.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.7260174,-122.4565894
31539,130284,DPW Maintained,Brisbane Box,2800 Leavenworth St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.80730558,-122.4189188
31542,135499,DPW Maintained,Sycamore: London Plane,704 Market St,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.78728279,-122.4040953
31543,139758,DPW Maintained,Sycamore: London Plane,1430 SCOTT ST,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.78286949,-122.4375955
31544,141644,DPW Maintained,Cherry Plum,618 BRODERICK ST,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.77611576,-122.4396622
31545,13419,DPW Maintained,Sycamore: London Plane,1 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,9/10/91 0:00,20,4x4,37.79388963,-122.3953435
31546,236949,DPW Maintained,Cherry Plum,412 Eugenia Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 5ft,37.74085041,-122.4186304
31550,208375,DPW Maintained,Brisbane Box,250 Kirkham St,3.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.76049935,-122.4636671
31553,134607,DPW Maintained,Sycamore: London Plane,940 Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79175771,-122.4124095
31555,112298,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',336 Hayes St,2.0,Sidewalk: Curb side : Cutout,Private,,17,3x3,37.77707917,-122.4219461
31558,11983,DPW Maintained,Swamp Myrtle,1200X La Salle Ave,10.0,Sidewalk: Curb side : Cutout,DPW,3/10/07 0:00,3,3X3,37.73161513,-122.3819408
31565,87610,DPW Maintained,Hybrid Strawberry Tree,800X Junipero Serra Blvd,9.0,Sidewalk: Curb side : Cutout,DPW,9/3/14 0:00,3,3x3,37.72420094,-122.4723634
31567,236555,DPW Maintained,Cherry Plum,1800 Folsom St,5.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.76801801,-122.4156757
31568,209828,Permitted Site,New Zealand Xmas Tree,1282 07th Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/3/72 0:00,18,Width 3ft,37.76453164,-122.4641068
31573,130522,DPW Maintained,Southern Magnolia,250 Cherry St,4.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.78809045,-122.4570469
31577,224943,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',1043 Noe St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.75239852,-122.4318685
31579,193887,DPW Maintained,New Zealand Xmas Tree,444 Spear St,8.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.78794341,-122.3884563
31584,109382,Undocumented,Hybrid Strawberry Tree,17 17TH AVE,1.0,Sidewalk: Curb side : Cutout,Private,,2,3x3,37.78669695,-122.4767563
31585,22966,DPW Maintained,Sycamore: London Plane,535 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,7/4/10 0:00,3,3x3,37.76426987,-122.4217218
31587,242045,DPW Maintained,Swamp Myrtle,151 Duncan St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.74623177,-122.4235296
31588,9887,DPW Maintained,Brisbane Box,1666 Gough St,1.0,Sidewalk: Curb side : Cutout,DPW,,3,3X3,37.78861403,-122.425255
31589,236166,DPW Maintained,Victorian Box,291 Randall St,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.74061388,-122.4297014
31590,239384,DPW Maintained,Kwanzan Flowering Cherry,905 Diamond St,3.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.75016594,-122.4361167
31592,242231,DPW Maintained,Swamp Myrtle,4388 17th St,2.0,Sidewalk: Curb side : Cutout,Private,7/24/18 0:00,3,Width 3ft,37.76208312,-122.4428817
31596,101597,Undocumented,New Zealand Xmas Tree,1 Daniel Burnham Ct,6.0,Sidewalk: Curb side : Cutout,Private,,8,3x3,37.78689256,-122.4224824
31597,80601,DPW Maintained,Cherry Plum,888 Tennessee St,5.0,Sidewalk: Curb side : Cutout,Private,,3,,37.76084346,-122.3896391
31598,18359,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',530 Potrero Ave,5.0,Sidewalk: Curb side : Cutout,DPW,,40,3X3,37.76263437,-122.4074106
31599,183589,DPW Maintained,Victorian Box,2624 26th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.73849813,-122.4828184
31601,95846,DPW Maintained,Brisbane Box,35 Stanford St,1.0,Sidewalk: Curb side : Cutout,Private,8/29/11 0:00,3,3x3,37.78097043,-122.3919884
31602,24836,Permitted Site,New Zealand Xmas Tree,200X Alemany Blvd,14.0,Sidewalk: Curb side : Cutout,Dept of Real Estate,1/12/96 0:00,18,3X3,37.73549043,-122.4098748
31603,84793,DPW Maintained,Brisbane Box,308 Townsend St,2.0,Sidewalk: Curb side : Cutout,Private,3/13/07 0:00,11,,37.77702586,-122.3952571
31604,89511,DPW Maintained,Swamp Myrtle,4648X Anza St,2.0,Sidewalk: Curb side : Cutout,DPW,3/26/08 0:00,3,3x3,37.77761766,-122.4982755
31605,135603,DPW Maintained,Sycamore: London Plane,450x The Embarcadero,14.0,Median : Yard,DPW,,8,,37.79552165,-122.3942044
31606,88,DPW Maintained,Brisbane Box,900X 14th St,7.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.76747428,-122.4341027
31610,5848,DPW Maintained,Sycamore: London Plane,923 Eddy St,2.0,Sidewalk: Curb side : Cutout,DPW,,6,4X4,37.78255205,-122.4229161
31612,126648,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',2810 Pierce St,4.0,Sidewalk: Property side : Yard,Private,,17,Width 4ft,37.79599851,-122.4385266
31615,21088,DPW Maintained,New Zealand Xmas Tree,2103X Sunset Blvd,11.0,Sidewalk: Curb side : Cutout,DPW,,12,10,37.74777526,-122.4947014
31619,235292,DPW Maintained,Victorian Box,4130 21st St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.75598351,-122.437304
31621,92414,DPW Maintained,Cherry Plum,2780 36th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/29/09 0:00,2,3x3,37.7352069,-122.4933566
31622,9935,Permitted Site,Brisbane Box,1540 Lombard St,1.0,Sidewalk: Curb side : Cutout,Private,,3,3X3,37.80110222,-122.4269727
31629,137611,DPW Maintained,Cherry Plum,910 Pierce St,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.77851593,-122.4350237
31630,107226,DPW Maintained,Brisbane Box,800 Presidio Ave,4.0,Sidewalk: Curb side : Cutout,Private,12/2/14 0:00,3,3x3,37.78444802,-122.4043075
31633,130839,DPW Maintained,Southern Magnolia,2525 Laguna St,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.79419008,-122.429919
31634,62220,DPW Maintained,Swamp Myrtle,349 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,9/30/85 0:00,8,,37.72606613,-122.4383791
31640,140568,DPW Maintained,Victorian Box,914 Fulton St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.7777541,-122.4317507
31646,135229,DPW Maintained,Sycamore: London Plane,193 Greenwich St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.80314799,-122.4022371
31647,228999,DPW Maintained,Brisbane Box,222 San Carlos St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.75973427,-122.4199999
31650,182027,DPW Maintained,Swamp Myrtle,2131 Irving St,1.0,Sidewalk: Curb side : Cutout,Private,,11,4x3,37.76325644,-122.4809255
31654,112387,DPW Maintained,Swamp Myrtle,2200 Lyon St,3.0,Sidewalk: Curb side : Cutout,Private,,2,3x3,37.79123457,-122.4460822
31657,204164,DPW Maintained,Hybrid Strawberry Tree,150 El Verano Way,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.73079469,-122.4614159
31659,234219,DPW Maintained,Victorian Box,1121 Clayton St,1.0,Sidewalk: Property side : Yard,Private,,19,Width 4ft,37.76245824,-122.447048
31667,212734,DPW Maintained,Cherry Plum,1327 Willard St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76481515,-122.4544107
31668,219667,DPW Maintained,Hybrid Strawberry Tree,4930 17th St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.76157421,-122.4511986
31674,191648,DPW Maintained,Brisbane Box,151 03rd St,3.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.78562126,-122.401079
31677,194970,DPW Maintained,Victorian Box,702 Minna St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.77677575,-122.4129892
31678,8623,DPW Maintained,New Zealand Xmas Tree,2600 Geary Blvd,11.0,Median : Cutout,DPW,,6,20,37.78256374,-122.4457979
31679,218735,DPW Maintained,Swamp Myrtle,90 Ravenwood Dr,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.73472139,-122.4618598
31680,204907,DPW Maintained,Hybrid Strawberry Tree,183 Westwood Dr,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 2ft,37.72930133,-122.4588737
31684,15714,Permitted Site,Swamp Myrtle,4357X Mission St,6.0,Sidewalk: Curb side : Cutout,Private,5/3/95 0:00,6,3x3,37.72759546,-122.4323786
31685,135428,DPW Maintained,Sycamore: London Plane,128 Sacramento St,6.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.79453501,-122.3974659
31686,140716,DPW Maintained,New Zealand Xmas Tree,1119 Hayes St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.77532443,-122.4347733
31690,138839,DPW Maintained,Swamp Myrtle,680 WEBSTER ST,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.77682334,-122.4294721
31691,19547,DPW Maintained,New Zealand Xmas Tree,300X Saint Joseph's Ave,4.0,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.78231067,-122.4416633
31697,147764,DPW Maintained,Swamp Myrtle,215 07th Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/9/21 0:00,3,Width 4ft,37.78444254,-122.465685
31699,86457,DPW Maintained,Hybrid Strawberry Tree,2254 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/28/06 0:00,3,3x3,37.7453494,-122.4843755
31702,208762,DPW Maintained,Southern Magnolia,35 Pacheco St,2.0,Sidewalk: Curb side : Yard,Private,,9,Width 4ft,37.74524947,-122.4611319
31705,107983,Significant Tree,Sycamore: London Plane,2405x Scott St,1.0,Sidewalk: Curb side : Cutout,Private,,10,3x3,37.79224275,-122.4396691
31706,35,DPW Maintained,Swamp Myrtle,765 14th St,1.0,Sidewalk: Curb side : Cutout,Private,,3,3X3,37.76756571,-122.4304384
31708,9704,DPW Maintained,Brisbane Box,499X Gough St,4.0,Sidewalk: Curb side : Cutout,DPW,1/7/95 0:00,16,3x3,37.77754665,-122.423202
31714,133526,DPW Maintained,Sycamore: London Plane,200 Walnut St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.78950122,-122.4488949
31717,248579,DPW Maintained,New Zealand Xmas Tree,794 Clayton St,2.0,Sidewalk: Curb side : Cutout,Private,,16,Width 0ft,37.76718322,-122.4479735
31723,211877,DPW Maintained,Sycamore: London Plane,129 Lincoln Way,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 2ft,37.76612582,-122.4595039
31726,180069,DPW Maintained,Swamp Myrtle,1900x Alemany Blvd,39.0,Median : Cutout,DPW,,2,Width 2ft,37.71935295,-122.4404069
31728,30662,DPW Maintained,Swamp Myrtle,1 McCoppin St,2.0,Sidewalk: Curb side : Cutout,Private,6/26/03 0:00,2,,37.77160596,-122.4206915
31730,202655,DPW Maintained,Brisbane Box,220 De Haro St,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.76853434,-122.4020742
31732,134386,DPW Maintained,Sycamore: London Plane,901 Polk St,3.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.78517094,-122.4196893
31735,130519,DPW Maintained,Southern Magnolia,333 Laurel St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 5ft,37.78801498,-122.4504233
31736,63551,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',222 Mason St,1.0,Sidewalk: Curb side : Cutout,Private,4/20/87 0:00,11,,37.78543716,-122.4094397
31737,232568,DPW Maintained,New Zealand Xmas Tree,947 Elizabeth St,1.0,Sidewalk: Curb side : Yard,Private,,18,Width 4ft,37.75158096,-122.4416753
31739,22074,DPW Maintained,Brisbane Box,3101 03rd St,2.0,Sidewalk: Curb side : Cutout,Private,12/23/97 0:00,3,3X3,37.74924788,-122.3873296
31743,79257,DPW Maintained,Hybrid Strawberry Tree,571 35th Ave,1.0,Front Yard : Cutout,Private,12/6/07 0:00,11,3x3,37.77825788,-122.4954405
31744,23488,DPW Maintained,Kwanzan Flowering Cherry,2500X Van Ness Ave,4.0,Median : Cutout,DPW,12/9/04 0:00,6,9,37.79854164,-122.4238886
31749,42159,DPW Maintained,New Zealand Xmas Tree,683 21st Ave,2.0,Sidewalk: Curb side : Cutout,Private,6/21/00 0:00,7,,37.77490888,-122.4801444
31750,213583,DPW Maintained,Kwanzan Flowering Cherry,125 Garcia Ave,3.0,Sidewalk: Curb side : Yard,Private,,4,Width 3ft,37.74452384,-122.461163
31755,13423,DPW Maintained,Sycamore: London Plane,1 Market St,7.0,Sidewalk: Curb side : Cutout,DPW,12/12/02 0:00,20,4x4,37.79406883,-122.3951111
31759,142142,DPW Maintained,New Zealand Xmas Tree,3301 GEARY BLVD,8.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.78149995,-122.4537893
31761,23434,DPW Maintained,Sycamore: London Plane,2001 Van Ness Ave,2.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.79409513,-122.4232531
31762,130571,DPW Maintained,Southern Magnolia,100 Maple St,10.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.78960761,-122.4556573
31765,5160,DPW Maintained,Victorian Box,285 Divisadero St,2.0,Sidewalk: Curb side : Cutout,Private,6/29/07 0:00,3,2X3,37.77187689,-122.4372836
31766,56708,DPW Maintained,New Zealand Xmas Tree,1623 42nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,,11,,37.75637603,-122.5014207
31769,117338,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',364 Hayes St,2.0,Sidewalk: Curb side : Cutout,Private,,24,6x7,37.77702786,-122.4223457
31775,193194,DPW Maintained,Southern Magnolia,401 Harrison St,12.0,Sidewalk: Curb side : Yard,Private,,6,Width 4ft,37.78657053,-122.3921315
31777,10981,DPW Maintained,New Zealand Xmas Tree,1477 Hudson Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X4,37.73864775,-122.3859967
31778,25861,Permitted Site,Sycamore: London Plane,800X The Embarcadero,25.0,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.80263201,-122.4008942
31780,37611,DPW Maintained,Swamp Myrtle,1451 Balboa St,3.0,Sidewalk: Curb side : Cutout,Private,6/26/98 0:00,5,,37.77667839,-122.474478
31783,202281,DPW Maintained,Cherry Plum,2 Issleib Ave,5.0,Sidewalk: Curb side : Yard,Private,,5,Width 2ft,37.72847707,-122.3981362
31784,239472,DPW Maintained,Kwanzan Flowering Cherry,192 Upper Ter,5.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.76411172,-122.4444335
31791,208350,DPW Maintained,Brisbane Box,3580 19th Ave,2.0,Sidewalk: Curb side : Yard,Private,,5,Width 3ft,37.72617789,-122.4747382
31792,228156,DPW Maintained,Brisbane Box,60 Virginia Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.74272797,-122.4206642
31793,131414,DPW Maintained,New Zealand Xmas Tree,1830 Jackson St,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.79369863,-122.4254018
31796,262458,DPW Maintained,Swamp Myrtle,236 Cayuga Ave,1.0,Sidewalk: Curb side : Cutout,Private,2/9/19 0:00,3,Width 2ft,37.730479,-122.433675
31797,140470,DPW Maintained,Victorian Box,1535 EDDY ST,4.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.78123662,-122.4333375
31803,175349,DPW Maintained,Hybrid Strawberry Tree,2 Brotherhood Way,8.0,Sidewalk: Curb side : Yard,Private,,2,Width 5ft,37.71239342,-122.4645308
31804,65925,DPW Maintained,Victorian Box,80 Palm Ave,1.0,Sidewalk: Curb side : Cutout,Private,6/4/90 0:00,11,,37.78429729,-122.4578477
31807,246329,DPW Maintained,Victorian Box,1735 Mission St,6.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.76946743,-122.4198917
31809,22910,DPW Maintained,Sycamore: London Plane,250 Valencia St,4.0,Sidewalk: Curb side : Cutout,DPW,,20,3X3,37.76902411,-122.4224062
31816,68347,DPW Maintained,Cherry Plum,479 21st Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/9/93 0:00,10,,37.77876541,-122.4804205
31818,3248,DPW Maintained,Sycamore: London Plane,4005 California St,1.0,Sidewalk: Curb side : Cutout,Private,,65,3X3,37.78542756,-122.4604852
31824,128557,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',505 Clay St,4.0,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.7946032,-122.4015909
31826,140816,DPW Maintained,Southern Magnolia,93 Commonwealth Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.78417653,-122.4558235
31827,140931,DPW Maintained,Victorian Box,116 JORDAN AVE,1.0,Sidewalk: Curb side : Yard,Private,,9,Width 0ft,37.78342652,-122.4566804
31829,50551,DPW Maintained,Cherry Plum,2745 Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/6/03 0:00,4,,37.77688228,-122.4558004
31830,117614,DPW Maintained,Brisbane Box,345 Stockton St,2.0,Sidewalk: Curb side : Cutout,Private,6/30/16 0:00,3,5x5,37.78891971,-122.4069512
31836,195,DPW Maintained,Hybrid Strawberry Tree,290X Noe St,1.0,Sidewalk: Curb side : Cutout,Private,5/24/11 0:00,3,3x3,37.76444171,-122.4331954
31838,225561,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',56 Deming St,5.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.76049427,-122.4456813
31844,232208,DPW Maintained,New Zealand Xmas Tree,6 Park Hill Ave,11.0,Sidewalk: Curb side : Yard,Private,,13,Width 3ft,37.76735837,-122.4392875
31848,14392,DPW Maintained,Southern Magnolia,385X Castro St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.76283281,-122.4351142
31849,238842,DPW Maintained,Sycamore: London Plane,1855 Harrison St,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76765321,-122.4134539
31850,118205,DPW Maintained,New Zealand Xmas Tree,618 35th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.77729027,-122.4952001
31852,133379,DPW Maintained,Sycamore: London Plane,3414 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.78970784,-122.4497038
31853,239455,DPW Maintained,Kwanzan Flowering Cherry,201 Sussex St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.73637809,-122.4366291
31856,143452,DPW Maintained,New Zealand Xmas Tree,501 KEARNY ST,13.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.79249546,-122.404279
31859,211821,DPW Maintained,Victorian Box,108 Burlwood Dr,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.73510889,-122.4528283
31861,230456,DPW Maintained,Southern Magnolia,1399X Shotwell St,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.74754641,-122.4148077
31867,142830,DPW Maintained,Hybrid Strawberry Tree,1651 POLK ST,1.0,Sidewalk: Curb side : Cutout,Private,7/24/80 0:00,2,Width 0ft,37.79213053,-122.4210841
31870,180247,DPW Maintained,Swamp Myrtle,207 Theresa St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.72942483,-122.4354095
31873,43856,DPW Maintained,Cherry Plum,2770 36th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/27/00 0:00,4,,37.73541798,-122.4933732
31874,75022,DPW Maintained,Hybrid Strawberry Tree,1600 Cabrillo St,13.0,Sidewalk: Curb side : Cutout,Private,,8,,37.7748965,-122.475957
31875,219875,DPW Maintained,Hybrid Strawberry Tree,132 Winfield St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.74289162,-122.4184317
31876,23031,DPW Maintained,Brisbane Box,938 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,3/19/92 0:00,25,3X3,37.75785207,-122.4213291
31883,180242,DPW Maintained,Swamp Myrtle,509 Cayuga Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.72905543,-122.4353439
31891,19382,DPW Maintained,Indian Laurel Fig Tree 'Green Gem',550 06th St,1.0,Sidewalk: Curb side : Cutout,DPW,2/9/93 0:00,6,3X3,37.77534816,-122.4018221
31894,78622,DPW Maintained,Southern Magnolia,535 Leavenworth St,1.0,Sidewalk: Curb side : Cutout,Private,,5,,37.78602356,-122.4147967
31901,61347,DPW Maintained,Southern Magnolia,3323 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,2/23/84 0:00,5,,37.78983223,-122.4477765
31903,182697,DPW Maintained,Swamp Myrtle,1611 Moraga St,2.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.75586451,-122.4801017
31906,124420,DPW Maintained,Sycamore: London Plane,151 Cherry St,3.0,Sidewalk: Curb side : Cutout,Private,,10,Width 2ft,37.78878879,-122.4573315
31907,119223,DPW Maintained,New Zealand Xmas Tree,735 48th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.77445608,-122.5091292
